fips,County,State,County-State,Latitude,Longitude,Region,Dem08,Dem12,Dem16,Rep08,Rep12,Rep16,Total08,Total12,Total16,percentDem08,percentDem12,percentDem16,RorD08,RorD12,RorD16,mfgEmp12,mfgEmp16,DrugFR08,DrugFR12,DrugFR16,Obese08,Obese12,Obese16,Pov08,Pov12,Pov16,medInc08,medInc12,medInc16,incomePercent08,incomePercent12,incomePercent16,pop08,pop12,pop16,popCHG08,popCHG12,popCHG16,intMig08,intMig12,intMig16,domMig08,domMig12,domMig16,netMig08,netMig12,netMig16,civLab08,emp08,unemp08,unempR08,civLab12,emp12,unemp12,unempR12,civLab16,emp16,unemp16,unempR16,college,pctBlack,pctAsian,pctHispanic,pctWhite,pctForeign,empQuoMfg12,empQuoMfg16,empQuoTtl2012,empQuoTtl2016,EmpTtl2012,EmpTtl2016,WageMfg2012,WageMfg2016,WageTtl2012,WageTtl2016,C Pop Density,C Land Area,Ydiscuss,YdiscussOppose,YCO2limits,YCO2limitsOppose,YtrustclimsciSST,YtrustclimsciSSTOppose,Yregulate,YregulateOppose,YsupportRPS,YsupportRPSOppose,Yfundrenewables,YfundrenewablesOppose,Yhappening,YhappeningOppose,Yhuman,YhumanOppose,Yconsensus,YconsensusOppose,Yworried,YworriedOppose,Ypersonal,YpersonalOppose,YharmUS,YharmUSOppose,Ydevharm,YdevharmOppose,Yfuturegen,YfuturegenOppose,Yharmplants,YharmplantsOppose,Ytiming,YtimingOppose
1125,Tuscaloosa County,AL,"Tuscaloosa County, AL",33.2356,-87.51169,Atlantic-S,32048.000,32796.000,31762.000,45748.000,45405.000,47723.000,78772.000,78912.000,81748.000,0.407,0.416,0.389,0,0,0,12015.33,14471.33,9.00,13.00,15.00,0.33,0.33,0.34,0.17,0.20,0.18,43744.00,42086.00,46892.00,0.84,0.83,0.87,194996.00,198581.00,206102.00,339.00,1885.00,1781.00,64.00,230.00,339.00,41.00,781.00,763.00,105.00,1011.00,1102.00,89185.00,84978.00,4207.00,0.05,95340.00,88683.00,6657.00,0.07,98533.00,92848.00,5685.00,0.06,0.56,0.31,0.01,0.03,0.64,0.03,1.57,1.83,0.89,0.89,63587.33,69407.00,182539347.00,225647930.00,623592569.00,679148995.00,147.20,1322.00,0.27,0.38,0.65,0.33,0.67,0.29,0.70,0.28,0.62,0.37,0.79,0.20,0.64,0.15,0.45,0.40,0.41,0.31,0.50,0.50,0.36,0.50,0.53,0.35,0.57,0.27,0.63,0.22,0.63,0.23,0.48,0.51
1127,Walker County,AL,"Walker County, AL",33.819888,-87.2854,Atlantic-S,6557.000,7420.000,4497.000,21651.000,20722.000,24266.000,28585.000,28652.000,29313.000,0.229,0.259,0.153,0,0,0,1982.67,2011.00,19.00,21.00,21.00,0.33,0.33,0.33,0.17,0.22,0.24,36221.00,35423.00,37245.00,0.70,0.70,0.69,67006.00,66211.00,64967.00,-17.00,-450.00,-324.00,6.00,34.00,35.00,5.00,-285.00,-180.00,11.00,-251.00,-145.00,28758.00,27113.00,1645.00,0.06,26574.00,24136.00,2438.00,0.09,25658.00,23706.00,1952.00,0.08,0.42,0.06,0.00,0.02,0.94,0.01,1.20,1.29,0.98,0.97,15173.33,15009.00,18882081.00,17846254.00,124943616.00,129429470.00,84.70,791.00,0.23,0.42,0.48,0.51,0.61,0.39,0.64,0.36,0.54,0.45,0.74,0.26,0.53,0.23,0.40,0.40,0.30,0.38,0.44,0.56,0.32,0.54,0.48,0.39,0.51,0.32,0.57,0.28,0.55,0.30,0.37,0.62
1129,Washington County,AL,"Washington County, AL",31.366088,-88.151,Atlantic-S,2976.000,3067.000,2374.000,5761.000,5654.000,6042.000,8787.000,8775.000,8511.000,0.339,0.350,0.279,0,0,0,1042.33,967.67,3.00,7.00,7.00,0.35,0.36,0.40,0.18,0.19,0.19,37076.00,39203.00,41321.00,0.71,0.78,0.77,17612.00,17115.00,16756.00,29.00,-221.00,-145.00,1.00,13.00,44.00,15.00,-222.00,-167.00,16.00,-209.00,-123.00,6883.00,6302.00,581.00,0.08,6875.00,6054.00,821.00,0.12,6776.00,6184.00,592.00,0.09,0.34,0.24,0.00,0.01,0.69,0.01,3.32,3.09,0.86,0.86,2490.67,2638.33,20746983.00,24793704.00,36645589.00,45268739.00,16.30,1080.00,0.23,0.44,0.47,0.51,0.60,0.38,0.64,0.36,0.54,0.45,0.74,0.25,0.55,0.18,0.41,0.40,0.29,0.33,0.48,0.52,0.36,0.47,0.52,0.32,0.55,0.26,0.60,0.23,0.58,0.25,0.42,0.57
1131,Wilcox County,AL,"Wilcox County, AL",31.993335,-87.3483,Atlantic-S,4868.000,4612.000,4339.000,1679.000,1868.000,1742.000,6555.000,6494.000,6110.000,0.743,0.710,0.710,1,1,1,469.00,802.67,5.00,7.00,9.00,0.41,0.44,0.45,0.30,0.40,0.34,23090.00,20990.00,24035.00,0.44,0.42,0.45,11562.00,11355.00,10986.00,-103.00,-127.00,-44.00,0.00,0.00,0.00,-65.00,-122.00,-54.00,-65.00,-122.00,-54.00,3482.00,2996.00,486.00,0.14,2883.00,2308.00,575.00,0.20,2809.00,2396.00,413.00,0.15,0.36,0.71,0.00,0.01,0.29,0.00,1.98,3.28,0.80,0.84,1749.33,1953.00,9739171.00,11418486.00,18476985.00,20262917.00,13.10,888.00,0.26,0.44,0.74,0.24,0.71,0.23,0.76,0.22,0.68,0.30,0.80,0.18,0.72,0.06,0.52,0.35,0.46,0.20,0.61,0.39,0.45,0.35,0.61,0.21,0.64,0.16,0.69,0.13,0.69,0.13,0.59,0.39
1133,Winston County,AL,"Winston County, AL",34.151249,-87.41884,Atlantic-S,1286.000,1757.000,872.000,8312.000,8103.000,9228.000,9728.000,10031.000,10260.000,0.132,0.175,0.085,0,0,0,2850.00,3035.67,7.00,11.00,13.00,0.29,0.29,0.30,0.18,0.20,0.20,32018.00,31018.00,35528.00,0.62,0.61,0.66,24402.00,24171.00,23805.00,-82.00,-163.00,-49.00,0.00,-1.00,-3.00,-81.00,-94.00,53.00,-81.00,-95.00,50.00,9984.00,9120.00,864.00,0.09,9607.00,8647.00,960.00,0.10,9403.00,8714.00,689.00,0.07,0.40,0.01,0.00,0.03,0.98,0.01,4.38,4.86,0.98,0.99,5928.33,6170.00,21565993.00,28454174.00,41997824.00,51560660.00,39.90,613.00,0.25,0.40,0.55,0.44,0.58,0.40,0.65,0.34,0.53,0.46,0.75,0.25,0.54,0.24,0.40,0.42,0.32,0.39,0.41,0.59,0.30,0.58,0.45,0.45,0.48,0.38,0.56,0.32,0.55,0.33,0.39,0.61
2013,Aleutians East Borough,AK,"Aleutians East Borough, AK",55.125713,-162.03023,Pacific-N,2717.000,2137.000,2338.000,1347.000,2686.000,1377.000,4235.000,5000.000,4328.000,0.642,0.427,0.540,1,0,1,0.00,1624.33,7.00,13.00,15.00,0.28,0.31,0.33,0.15,0.18,0.16,52786.00,51289.00,55462.00,1.01,1.02,1.03,3169.00,3285.00,3296.00,28.00,34.00,-21.00,20.00,62.00,79.00,8.00,-38.00,-122.00,28.00,24.00,-43.00,1144.00,1045.00,99.00,0.09,2138.00,1993.00,145.00,0.07,2498.00,2430.00,68.00,0.03,0.39,0.08,0.39,0.13,0.23,0.53,0.00,8.95,1.00,1.05,1663.00,1904.00,0.00,24031423.00,12074596.00,26364203.00,0.40,6982.00,0.37,0.27,0.68,0.30,0.64,0.31,0.69,0.29,0.61,0.37,0.80,0.18,0.71,0.11,0.52,0.31,0.48,0.26,0.60,0.40,0.45,0.47,0.63,0.29,0.67,0.22,0.71,0.19,0.70,0.20,0.54,0.45
2016,Aleutians West Census Area,AK,"Aleutians West Census Area, AK",52.31936,-172.45412,Pacific-N,3739.000,3233.000,3378.000,4569.000,3042.000,3816.000,8661.000,6443.000,7934.000,0.432,0.502,0.426,0,1,0,1873.00,1627.00,11.00,17.00,19.00,0.30,0.36,0.39,0.09,0.10,0.10,62849.00,59362.00,68387.00,1.21,1.18,1.27,5546.00,5688.00,5647.00,-15.00,102.00,-92.00,9.00,86.00,96.00,-27.00,2.00,-218.00,-18.00,88.00,-122.00,3061.00,2883.00,178.00,0.06,4268.00,3972.00,296.00,0.07,3907.00,3780.00,127.00,0.03,0.49,0.07,0.30,0.14,0.39,0.34,6.82,6.21,1.03,1.03,2861.67,2850.00,14967496.00,17675950.00,28777557.00,36938430.00,1.30,4390.00,0.38,0.27,0.67,0.32,0.65,0.31,0.69,0.29,0.61,0.36,0.81,0.18,0.70,0.12,0.52,0.31,0.49,0.27,0.59,0.41,0.44,0.49,0.62,0.31,0.66,0.24,0.70,0.20,0.70,0.21,0.52,0.47
2020,Anchorage Municipality,AK,"Anchorage Municipality, AK",61.1919,-149.76209,Pacific-N,135324.000,18635.000,19017.000,75476.000,55757.000,37680.000,215247.000,76283.000,62538.000,0.629,0.244,0.304,1,0,0,2285.33,1986.67,15.00,19.00,21.00,0.27,0.27,0.27,0.07,0.09,0.10,74396.00,71237.00,75200.00,1.43,1.41,1.40,293415.00,298527.00,298192.00,1589.00,2130.00,-120.00,337.00,1433.00,1048.00,395.00,-2378.00,-3869.00,732.00,-945.00,-2821.00,152111.00,143835.00,8276.00,0.05,158380.00,149897.00,8483.00,0.05,156112.00,147886.00,8226.00,0.05,0.69,0.06,0.09,0.08,0.65,0.09,0.18,0.15,0.98,0.98,124491.67,124464.33,25917829.00,22927260.00,1528220438.00,1605797491.00,171.20,1705.00,0.38,0.27,0.67,0.32,0.70,0.28,0.72,0.27,0.64,0.35,0.83,0.17,0.71,0.14,0.52,0.31,0.50,0.31,0.55,0.45,0.38,0.55,0.57,0.36,0.63,0.28,0.68,0.22,0.68,0.24,0.49,0.51
2050,Bethel Census Area,AK,"Bethel Census Area, AK",60.888556,-161.19141,Pacific-N,1667.000,2805.000,1843.000,5432.000,4141.000,6100.000,7408.000,7143.000,8730.000,0.225,0.393,0.211,0,0,0,64.67,0.00,5.00,9.00,11.00,0.32,0.32,0.30,0.22,0.24,0.24,41755.00,43314.00,45808.00,0.80,0.86,0.85,17078.00,17695.00,17968.00,65.00,229.00,28.00,1.00,9.00,9.00,-19.00,-75.00,-275.00,-18.00,-66.00,-266.00,6935.00,5972.00,963.00,0.14,7211.00,6103.00,1108.00,0.15,7018.00,6029.00,989.00,0.14,0.39,0.01,0.01,0.02,0.12,0.01,0.26,0.00,0.67,0.68,3629.67,3866.67,661838.00,0.00,36400233.00,41364358.00,0.40,40570.00,0.39,0.26,0.69,0.30,0.67,0.29,0.70,0.28,0.63,0.35,0.81,0.17,0.71,0.12,0.53,0.29,0.49,0.26,0.60,0.39,0.45,0.47,0.64,0.29,0.68,0.22,0.71,0.19,0.71,0.20,0.54,0.46
2060,Bristol Bay Borough,AK,"Bristol Bay Borough, AK",58.690594,-156.78672,Pacific-N,3645.000,2695.000,3142.000,2566.000,2323.000,1405.000,6560.000,5184.000,5265.000,0.556,0.520,0.597,1,1,1,914.67,702.67,7.00,13.00,17.00,0.33,0.34,0.40,0.08,0.09,0.10,67214.00,61905.00,75364.00,1.29,1.23,1.40,1003.00,983.00,898.00,6.00,-54.00,6.00,0.00,0.00,0.00,6.00,-54.00,1.00,6.00,-54.00,1.00,1009.00,960.00,49.00,0.05,481.00,434.00,47.00,0.10,403.00,375.00,28.00,0.07,0.63,0.00,0.01,0.04,0.49,0.01,8.02,6.31,1.07,1.01,1309.33,1122.33,6870918.00,8160529.00,11620102.00,13234453.00,2.00,504.00,0.37,0.26,0.64,0.35,0.64,0.32,0.68,0.31,0.60,0.39,0.80,0.18,0.68,0.14,0.49,0.34,0.46,0.31,0.55,0.44,0.39,0.54,0.58,0.36,0.63,0.28,0.69,0.22,0.68,0.24,0.50,0.50
2068,Denali Borough,AK,"Denali Borough, AK",63.893564,-149.10461,Pacific-N,4662.000,1920.000,4220.000,3523.000,7358.000,3955.000,8637.000,9548.000,9158.000,0.540,0.201,0.461,1,0,1,0.00,0.00,5.00,9.00,11.00,0.30,0.25,0.27,0.05,0.06,0.07,70720.00,68899.00,69692.00,1.36,1.36,1.30,1833.00,1913.00,1953.00,11.00,38.00,40.00,4.00,18.00,17.00,1.00,5.00,-10.00,5.00,23.00,7.00,1606.00,1508.00,98.00,0.06,1047.00,903.00,144.00,0.14,1107.00,1012.00,95.00,0.09,0.65,0.01,0.01,0.03,0.85,0.07,0.00,0.00,1.03,1.03,1829.33,2183.67,0.00,0.00,16598608.00,20236335.00,0.10,12751.00,0.37,0.26,0.56,0.43,0.64,0.35,0.67,0.33,0.60,0.39,0.80,0.19,0.66,0.15,0.49,0.32,0.44,0.31,0.57,0.43,0.39,0.53,0.59,0.33,0.64,0.25,0.69,0.21,0.68,0.24,0.46,0.53
2070,Dillingham Census Area,AK,"Dillingham Census Area, AK",59.190911,-158.61404,Pacific-N,3128.000,3380.000,3578.000,3912.000,4127.000,4709.000,7289.000,7688.000,9057.000,0.429,0.440,0.395,0,0,0,0.00,0.00,9.00,17.00,21.00,0.39,0.35,0.38,0.20,0.21,0.18,50827.00,46427.00,51082.00,0.98,0.92,0.95,4855.00,4963.00,4954.00,8.00,0.00,-45.00,0.00,1.00,1.00,6.00,-64.00,-95.00,6.00,-63.00,-94.00,2068.00,1875.00,193.00,0.09,2132.00,1921.00,211.00,0.10,1983.00,1791.00,192.00,0.10,0.49,0.00,0.01,0.02,0.18,0.01,0.00,0.00,0.93,0.95,2145.33,2040.67,0.00,0.00,18179950.00,20828940.00,0.30,18569.00,0.39,0.25,0.67,0.32,0.64,0.31,0.69,0.30,0.61,0.37,0.81,0.18,0.70,0.12,0.51,0.31,0.47,0.28,0.59,0.41,0.44,0.49,0.63,0.30,0.67,0.23,0.71,0.20,0.71,0.21,0.54,0.46
2090,Fairbanks North Star Borough,AK,"Fairbanks North Star Borough, AK",64.81859,-147.56838,Pacific-N,4679.000,3596.000,3466.000,4219.000,6419.000,5617.000,9335.000,10220.000,9971.000,0.501,0.352,0.348,1,0,0,569.67,645.00,11.00,13.00,15.00,0.26,0.29,0.28,0.08,0.10,0.10,65473.00,64396.00,67801.00,1.26,1.28,1.26,98293.00,100330.00,100605.00,708.00,2230.00,966.00,115.00,513.00,325.00,215.00,545.00,-539.00,330.00,1058.00,-214.00,45993.00,43198.00,2795.00,0.06,48197.00,45264.00,2933.00,0.06,46098.00,43491.00,2607.00,0.06,0.69,0.06,0.03,0.08,0.76,0.06,0.18,0.21,0.91,0.91,27899.33,27254.67,8207020.00,7269986.00,311660908.00,314217344.00,13.30,7338.00,0.37,0.27,0.63,0.36,0.66,0.32,0.70,0.30,0.62,0.37,0.81,0.18,0.66,0.16,0.49,0.34,0.47,0.32,0.54,0.46,0.37,0.56,0.56,0.37,0.61,0.29,0.68,0.24,0.67,0.25,0.48,0.52
2100,Haines Borough,AK,"Haines Borough, AK",59.24545,-135.52951,Pacific-N,2864.000,4161.000,4162.000,3586.000,4302.000,4070.000,6787.000,8736.000,9177.000,0.422,0.476,0.454,0,0,1,0.00,114.33,11.00,17.00,21.00,0.29,0.27,0.26,0.10,0.11,0.10,48299.00,51350.00,67260.00,0.93,1.02,1.25,2500.00,2572.00,2496.00,-8.00,0.00,12.00,2.00,15.00,2.00,-1.00,-14.00,-3.00,1.00,1.00,-1.00,1358.00,1238.00,120.00,0.09,1108.00,997.00,111.00,0.10,1077.00,971.00,106.00,0.10,0.64,0.01,0.01,0.03,0.79,0.05,0.00,1.66,0.96,1.01,762.67,854.33,0.00,605423.00,5768930.00,6409724.00,1.10,2319.00,0.40,0.24,0.66,0.33,0.65,0.31,0.70,0.29,0.61,0.37,0.82,0.17,0.70,0.14,0.50,0.33,0.50,0.31,0.56,0.44,0.38,0.56,0.58,0.37,0.63,0.28,0.70,0.22,0.70,0.24,0.50,0.49
2105,Hoonah-Angoon Census Area,AK,"Hoonah-Angoon Census Area, AK",,,Pacific-N,3167.000,4075.000,2894.000,4926.000,2808.000,3246.000,8370.000,7082.000,6772.000,0.378,0.575,0.427,0,1,0,0.00,0.00,,,,,0.32,0.32,0.16,0.19,0.19,44050.00,40896.00,51687.00,0.85,0.81,0.96,2135.00,2131.00,2078.00,0.00,20.00,-40.00,0.00,4.00,3.00,-2.00,12.00,-51.00,-2.00,16.00,-48.00,0.00,0.00,0.00,#DIV/0!,1109.00,950.00,159.00,0.14,1202.00,1064.00,138.00,0.12,0.60,0.01,0.01,0.05,0.51,0.03,0.00,0.00,0.68,0.75,408.67,495.67,0.00,0.00,2459238.00,3489473.00,0.30,7525.00,0.41,0.24,0.69,0.30,0.68,0.29,0.71,0.28,0.64,0.35,0.82,0.16,0.71,0.13,0.53,0.30,0.52,0.29,0.59,0.41,0.41,0.53,0.61,0.34,0.66,0.26,0.71,0.21,0.71,0.22,0.52,0.48
2110,Juneau City and Borough,AK,"Juneau City and Borough, AK",58.351422,-134.51157,Pacific-N,2034.000,5657.000,1241.000,3769.000,2829.000,5403.000,6069.000,8767.000,7392.000,0.335,0.645,0.168,0,1,0,320.00,290.67,11.00,13.00,15.00,0.27,0.27,0.29,0.07,0.08,0.08,71313.00,74219.00,80835.00,1.37,1.47,1.51,31392.00,32434.00,32468.00,117.00,259.00,-135.00,7.00,95.00,57.00,67.00,-13.00,-411.00,74.00,82.00,-354.00,18784.00,17882.00,902.00,0.05,17904.00,16991.00,913.00,0.05,17162.00,16412.00,750.00,0.04,0.73,0.01,0.06,0.06,0.68,0.06,0.26,0.19,0.78,0.79,11419.33,11591.67,2379506.00,2707869.00,114489094.00,121069371.00,11.60,2702.00,0.41,0.24,0.70,0.30,0.70,0.28,0.73,0.26,0.66,0.33,0.84,0.16,0.71,0.13,0.53,0.31,0.55,0.30,0.58,0.42,0.39,0.56,0.59,0.36,0.65,0.27,0.71,0.21,0.71,0.22,0.50,0.50
2122,Kenai Peninsula Borough,AK,"Kenai Peninsula Borough, AK",60.349178,-150.98766,Pacific-N,1962.000,4283.000,1510.000,5247.000,6297.000,5935.000,7575.000,10894.000,8102.000,0.259,0.393,0.186,0,0,0,1130.00,959.67,15.00,21.00,21.00,0.30,0.28,0.28,0.10,0.11,0.12,54206.00,60360.00,62532.00,1.04,1.20,1.17,55570.00,56952.00,58506.00,170.00,583.00,462.00,11.00,35.00,32.00,74.00,181.00,212.00,85.00,216.00,244.00,26330.00,24176.00,2154.00,0.08,27367.00,25003.00,2364.00,0.09,27189.00,24972.00,2217.00,0.08,0.61,0.01,0.01,0.04,0.82,0.03,0.75,0.68,0.94,0.92,15525.00,15625.33,13379487.00,13516227.00,152880247.00,165404049.00,3.40,16075.00,0.36,0.26,0.64,0.35,0.64,0.33,0.70,0.29,0.61,0.38,0.80,0.18,0.67,0.15,0.48,0.35,0.46,0.32,0.54,0.46,0.37,0.56,0.56,0.37,0.61,0.29,0.68,0.23,0.67,0.25,0.48,0.51
2130,Ketchikan Gateway Borough,AK,"Ketchikan Gateway Borough, AK",55.354938,-131.62029,Pacific-N,4010.000,2597.000,2573.000,10679.000,4149.000,3180.000,15109.000,6970.000,6413.000,0.265,0.373,0.401,0,0,0,397.00,459.67,11.00,15.00,17.00,0.34,0.29,0.31,0.09,0.12,0.12,58689.00,59092.00,57776.00,1.13,1.17,1.08,13539.00,13711.00,13746.00,48.00,72.00,57.00,7.00,56.00,51.00,14.00,-63.00,-79.00,21.00,-7.00,-28.00,8297.00,7805.00,492.00,0.06,7177.00,6594.00,583.00,0.08,7028.00,6589.00,439.00,0.06,0.59,0.01,0.07,0.05,0.67,0.07,0.62,0.84,0.88,0.90,5387.00,5736.33,3587273.00,4157783.00,48058840.00,54464781.00,2.80,4858.00,0.39,0.25,0.68,0.31,0.66,0.31,0.71,0.28,0.62,0.36,0.82,0.17,0.71,0.13,0.52,0.32,0.50,0.30,0.57,0.43,0.40,0.54,0.59,0.35,0.64,0.27,0.71,0.21,0.70,0.22,0.51,0.48
2150,Kodiak Island Borough,AK,"Kodiak Island Borough, AK",57.694078,-152.68231,Pacific-N,2145.000,2351.000,2536.000,5254.000,4234.000,4929.000,7793.000,6824.000,8222.000,0.275,0.345,0.308,0,0,0,1937.00,1500.67,11.00,15.00,17.00,0.26,0.29,0.30,0.08,0.10,0.08,61525.00,66935.00,67972.00,1.18,1.33,1.27,13652.00,14051.00,13732.00,46.00,244.00,-57.00,29.00,114.00,65.00,-37.00,-26.00,-294.00,-8.00,88.00,-229.00,6399.00,5961.00,438.00,0.07,6717.00,6268.00,449.00,0.07,6417.00,6098.00,319.00,0.05,0.65,0.01,0.20,0.08,0.56,0.14,3.68,2.90,0.95,0.91,5050.33,4739.33,18263980.00,12233006.00,49364682.00,47803383.00,2.10,6550.00,0.40,0.24,0.70,0.30,0.68,0.29,0.72,0.27,0.64,0.34,0.83,0.16,0.72,0.13,0.53,0.30,0.53,0.29,0.59,0.41,0.41,0.53,0.61,0.34,0.66,0.26,0.71,0.21,0.71,0.22,0.52,0.48
2164,Lake and Peninsula Borough,AK,"Lake and Peninsula Borough, AK",58.605648,-156.40998,Pacific-N,2083.000,4995.000,1218.000,5826.000,4983.000,6126.000,8242.000,10320.000,7923.000,0.253,0.484,0.154,0,1,0,77.33,33.67,1.00,5.00,5.00,0.34,0.32,0.32,0.17,0.16,0.18,43687.00,47612.00,45570.00,0.84,0.94,0.85,1638.00,1644.00,1562.00,3.00,-8.00,-5.00,0.00,2.00,2.00,-7.00,-33.00,-22.00,-7.00,-31.00,-20.00,1137.00,1059.00,78.00,0.07,637.00,540.00,97.00,0.15,633.00,555.00,78.00,0.12,0.45,0.01,0.00,0.03,0.25,0.02,1.58,0.86,0.71,0.65,368.33,386.00,749879.00,492026.00,3506856.00,3617481.00,0.10,23652.00,0.39,0.26,0.69,0.30,0.67,0.29,0.71,0.28,0.63,0.35,0.82,0.17,0.71,0.12,0.53,0.29,0.50,0.27,0.60,0.40,0.44,0.48,0.63,0.30,0.67,0.23,0.71,0.19,0.71,0.21,0.53,0.46
2170,Matanuska-Susitna Borough,AK,"Matanuska-Susitna Borough, AK",61.762742,-149.48108,Pacific-N,15331.000,17414.000,15769.000,30131.000,24776.000,26597.000,47279.000,43130.000,46225.000,0.324,0.404,0.341,0,0,0,202.67,274.67,15.00,21.00,21.00,0.28,0.29,0.30,0.09,0.12,0.11,71575.00,68999.00,73981.00,1.38,1.37,1.38,89766.00,93791.00,104365.00,771.00,1960.00,3245.00,19.00,88.00,83.00,507.00,1063.00,2187.00,526.00,1151.00,2270.00,41532.00,38372.00,3160.00,0.08,43757.00,39968.00,3789.00,0.09,46065.00,42356.00,3709.00,0.08,0.60,0.01,0.01,0.04,0.77,0.03,0.11,0.14,0.93,0.93,16031.00,18143.00,1677628.00,3375729.00,139436374.00,176526423.00,3.60,24608.00,0.36,0.27,0.64,0.35,0.65,0.32,0.71,0.28,0.61,0.37,0.81,0.18,0.66,0.15,0.49,0.35,0.46,0.32,0.53,0.46,0.37,0.56,0.56,0.38,0.61,0.30,0.68,0.23,0.67,0.24,0.48,0.51
2180,Nome Census Area,AK,"Nome Census Area, AK",64.809165,-164.34677,Pacific-N,4101.000,2549.000,2758.000,2259.000,2056.000,1143.000,6814.000,4820.000,4783.000,0.602,0.529,0.577,1,1,1,0.00,0.00,9.00,15.00,19.00,0.33,0.33,0.32,0.21,0.26,0.26,46892.00,44766.00,47160.00,0.90,0.89,0.88,9536.00,9873.00,9917.00,44.00,39.00,42.00,0.00,4.00,3.00,17.00,-146.00,-80.00,17.00,-142.00,-77.00,3991.00,3577.00,414.00,0.10,4178.00,3690.00,488.00,0.12,3987.00,3488.00,499.00,0.13,0.42,0.01,0.01,0.02,0.17,0.01,0.00,0.00,0.67,0.67,2125.00,2059.67,0.00,0.00,22850462.00,25562004.00,0.40,22962.00,0.38,0.26,0.67,0.32,0.64,0.31,0.68,0.30,0.60,0.37,0.80,0.18,0.70,0.12,0.51,0.31,0.47,0.28,0.59,0.41,0.44,0.48,0.63,0.30,0.66,0.23,0.71,0.20,0.70,0.21,0.53,0.46
2185,North Slope Borough,AK,"North Slope Borough, AK",70.599509,-153.94011,Pacific-N,2716.000,2089.000,5978.000,4289.000,6571.000,2732.000,7471.000,8909.000,9660.000,0.364,0.235,0.619,0,0,1,0.00,0.00,3.00,7.00,9.00,0.38,0.35,0.37,0.11,0.12,0.12,72499.00,73744.00,75682.00,1.39,1.46,1.41,9467.00,9662.00,9606.00,37.00,126.00,-84.00,3.00,23.00,24.00,-4.00,-38.00,-207.00,-1.00,-15.00,-183.00,5145.00,4927.00,218.00,0.04,4027.00,3715.00,312.00,0.08,3968.00,3711.00,257.00,0.07,0.52,0.01,0.05,0.03,0.33,0.05,0.00,0.00,1.04,1.02,12218.67,11853.00,0.00,0.00,290740784.00,291286947.00,0.10,88695.00,0.38,0.26,0.65,0.34,0.62,0.33,0.67,0.32,0.59,0.39,0.80,0.18,0.68,0.14,0.49,0.32,0.47,0.29,0.56,0.44,0.41,0.52,0.60,0.34,0.64,0.26,0.69,0.22,0.68,0.24,0.50,0.49
2188,Northwest Arctic Borough,AK,"Northwest Arctic Borough, AK",66.822031,-160.6464,Pacific-N,2631.000,1868.000,2421.000,1517.000,2661.000,1938.000,4335.000,4665.000,4905.000,0.607,0.400,0.494,1,0,1,0.00,0.00,3.00,7.00,9.00,0.31,0.33,0.32,0.17,0.24,0.23,57721.00,54680.00,65192.00,1.11,1.08,1.21,7542.00,7721.00,7673.00,19.00,-1.00,-91.00,0.00,3.00,5.00,-30.00,-130.00,-196.00,-30.00,-127.00,-191.00,2982.00,2637.00,345.00,0.12,3031.00,2554.00,477.00,0.16,2889.00,2434.00,455.00,0.16,0.37,0.01,0.01,0.01,0.13,0.01,0.00,0.00,0.76,0.74,1817.00,1731.33,0.00,0.00,35328828.00,33237053.00,0.20,35573.00,0.39,0.26,0.71,0.29,0.69,0.27,0.72,0.26,0.66,0.32,0.82,0.16,0.72,0.12,0.55,0.27,0.52,0.25,0.61,0.39,0.45,0.47,0.64,0.29,0.69,0.22,0.72,0.19,0.72,0.20,0.54,0.46
2195,Petersburg Borough,AK,"Petersburg Borough, AK",,,Pacific-N,2859.000,3337.000,3270.000,3445.000,3109.000,4203.000,6555.000,6634.000,8127.000,0.436,0.503,0.402,0,1,0,260.00,152.00,,,,,0.30,0.31,0.00,0.11,0.09,0.00,54434.00,56655.00,0.00,1.08,1.06,3217.00,3263.00,3149.00,10.00,17.00,0.00,2.00,16.00,11.00,-2.00,-16.00,-27.00,0.00,0.00,-16.00,0.00,0.00,0.00,#DIV/0!,1878.00,1725.00,153.00,0.08,1450.00,1325.00,125.00,0.09,0.62,0.01,0.03,0.06,0.86,0.06,2.04,1.82,0.77,0.75,1016.33,784.00,1684237.00,1034600.00,7839018.00,5846763.00,1.20,3282.00,0.39,0.25,0.67,0.32,0.65,0.31,0.70,0.28,0.62,0.37,0.82,0.17,0.70,0.13,0.51,0.33,0.50,0.30,0.57,0.43,0.40,0.55,0.59,0.36,0.64,0.27,0.70,0.21,0.70,0.23,0.51,0.48
